address,categories,city,keys,menus.amountMax,menus.amountMin,name,postalCode,priceRangeMin,priceRangeMax,province
16948 E Shea Blvd,"Restaurant,Pizza Place",Fountain Hills,us/az/fountainhills/16948esheablvd/891476236,2.5,2.5,Redendos Pizzeria,85268,0,25,AZ
140-142 Las Tunas Dr,Pizza Place,Arcadia,us/ca/arcadia/140-142lastunasdr/-1491126522,3.75,3.75,Alex DiPeppes,91007,0,25,CA
1090 Montgomery Rd,"Italian Restaurant,Pizza Place",Altamonte Springs,us/fl/altamontesprings/1090montgomeryrd/1114087253,9.5,9.5,Papa Joes,32714,0,25,FL
1090 Montgomery Rd,"Italian Restaurant,Pizza Place",Altamonte Springs,us/fl/altamontesprings/1090montgomeryrd/1114087253,7,7,Papa Joes,32714,0,25,FL
1090 Montgomery Rd,"Italian Restaurant,Pizza Place",Altamonte Springs,us/fl/altamontesprings/1090montgomeryrd/1114087253,2,2,Papa Joes,32714,0,25,FL
1090 Montgomery Rd,"Italian Restaurant,Pizza Place",Altamonte Springs,us/fl/altamontesprings/1090montgomeryrd/1114087253,7,7,Papa Joes,32714,0,25,FL
1090 Montgomery Rd,"Italian Restaurant,Pizza Place",Altamonte Springs,us/fl/altamontesprings/1090montgomeryrd/1114087253,16,16,Papa Joes,32714,0,25,FL
1090 Montgomery Rd,"Italian Restaurant,Pizza Place",Altamonte Springs,us/fl/altamontesprings/1090montgomeryrd/1114087253,2,2,Papa Joes,32714,0,25,FL
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,20,20,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,20,20,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,22,22,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,22,22,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,20,20,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,22,22,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,20,20,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,20,20,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,22,22,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,20,20,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,22,22,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,22,22,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,22,22,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,14,14,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,20,20,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,20,20,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,20,20,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,20,20,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,22,22,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,22,22,Bowzers Pizza,94501,0,25,CA
1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alameda,us/ca/alameda/1330parkst/216108754,22,22,Bowzers Pizza,94501,0,25,CA
321 W San Francisco St,"Pizza,Pizza Place,Restaurants",Santa Fe,us/nm/santafe/321wsanfranciscost/-1144095555,6.25,6.25,Il Vicino,87501,0,25,NM
321 W San Francisco St,"Pizza,Pizza Place,Restaurants",Santa Fe,us/nm/santafe/321wsanfranciscost/-1144095555,6.25,6.25,Il Vicino,87501,0,25,NM
1540 Johnston St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Lafayette,us/la/lafayette/1540johnstonst/977489551,5.99,5.99,Bisbano's Pizza Parlor,70503,0,25,LA
1540 Johnston St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Lafayette,us/la/lafayette/1540johnstonst/977489551,9.99,9.99,Bisbano's Pizza Parlor,70503,0,25,LA
329 Massachusetts Ave,"Pizza,Pizza Place,Restaurants",Indianapolis,us/in/indianapolis/329massachusettsave/-1925256222,11.95,11.95,Bazbeaux Pizza,46204,25,40,IN
4698 S Whitnall Ave,"Restaurant,Pizza Place",Saint Francis,us/wi/saintfrancis/4698swhitnallave/1112396794,4,4,Papa Murphys,53235,0,25,WI
829 N Douglas St,"Restaurant,Pizza Place",El Segundo,us/ca/elsegundo/829ndouglasst/-695527346,7.99,7.99,zpizza,90245,25,40,CA
829 N Douglas St,"Restaurant,Pizza Place",El Segundo,us/ca/elsegundo/829ndouglasst/-695527346,7.99,7.99,zpizza,90245,25,40,CA
133 Browns Way Rd,"Pizza,Restaurant,Pizza Place Midlothian,Pizza Place,Restaurants,Italian Restaurants",Midlothian,us/va/midlothian/133brownswayrd/89276803,13.5,13.5,A New York Slice,23114,0,25,VA
133 Browns Way Rd,"Pizza,Restaurant,Pizza Place Midlothian,Pizza Place,Restaurants,Italian Restaurants",Midlothian,us/va/midlothian/133brownswayrd/89276803,2.15,2.15,A New York Slice,23114,0,25,VA
133 Browns Way Rd,"Pizza,Restaurant,Pizza Place Midlothian,Pizza Place,Restaurants,Italian Restaurants",Midlothian,us/va/midlothian/133brownswayrd/89276803,13.5,13.5,A New York Slice,23114,0,25,VA
133 Browns Way Rd,"Pizza,Restaurant,Pizza Place Midlothian,Pizza Place,Restaurants,Italian Restaurants",Midlothian,us/va/midlothian/133brownswayrd/89276803,12.5,12.5,A New York Slice,23114,0,25,VA
1210 8th St,"Italian Restaurant,Pizza Place",Alamosa,us/co/alamosa/12108thst/-1348304718,9.99,9.99,SLV Pizza Company,81101,25,40,CO
1185 Spring Centre South Blvd,Pizza Place,Altamonte Springs,us/fl/altamontesprings/1185springcentresouthblvd/1149600230,15.49,15.49,Specialty Pizza Express,32714,0,25,FL
1185 Spring Centre South Blvd,Pizza Place,Altamonte Springs,us/fl/altamontesprings/1185springcentresouthblvd/1149600230,15.49,15.49,Specialty Pizza Express,32714,0,25,FL
1124 W Elizabeth St,"Restaurant,Pizza Place,Restaurants",Fort Collins,us/co/fortcollins/1124welizabethst/880833374,8.99,8.99,Krazy Karls Pizza,80521,0,25,CO
5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Brooklyn,us/ny/brooklyn/52115thave/173603987,8.25,8.25,Royal Kings Pizza,11220,0,25,NY
5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Brooklyn,us/ny/brooklyn/52115thave/173603987,8.25,8.25,Royal Kings Pizza,11220,0,25,NY
5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Brooklyn,us/ny/brooklyn/52115thave/173603987,4.5,4.5,Royal Kings Pizza,11220,0,25,NY
5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Brooklyn,us/ny/brooklyn/52115thave/173603987,27,27,Royal Kings Pizza,11220,0,25,NY
5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Brooklyn,us/ny/brooklyn/52115thave/173603987,14,14,Royal Kings Pizza,11220,0,25,NY
5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Brooklyn,us/ny/brooklyn/52115thave/173603987,20,20,Royal Kings Pizza,11220,0,25,NY
5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Brooklyn,us/ny/brooklyn/52115thave/173603987,4.5,4.5,Royal Kings Pizza,11220,0,25,NY
5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Brooklyn,us/ny/brooklyn/52115thave/173603987,4.5,4.5,Royal Kings Pizza,11220,0,25,NY
5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Brooklyn,us/ny/brooklyn/52115thave/173603987,2.75,2.75,Royal Kings Pizza,11220,0,25,NY
5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Brooklyn,us/ny/brooklyn/52115thave/173603987,4.5,4.5,Royal Kings Pizza,11220,0,25,NY
5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Brooklyn,us/ny/brooklyn/52115thave/173603987,22,22,Royal Kings Pizza,11220,0,25,NY
5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Brooklyn,us/ny/brooklyn/52115thave/173603987,4.5,4.5,Royal Kings Pizza,11220,0,25,NY
5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Brooklyn,us/ny/brooklyn/52115thave/173603987,13,13,Royal Kings Pizza,11220,0,25,NY
30130 23 Mile Rd,"Restaurant,Pizza Place,Restaurants",New Baltimore,us/mi/newbaltimore/3013023milerd/-874863116,6.99,6.99,Hungry Howies Pizza,48047,25,40,MI
30130 23 Mile Rd,"Restaurant,Pizza Place,Restaurants",New Baltimore,us/mi/newbaltimore/3013023milerd/-874863116,5.99,5.99,Hungry Howies Pizza,48047,25,40,MI
30130 23 Mile Rd,"Restaurant,Pizza Place,Restaurants",New Baltimore,us/mi/newbaltimore/3013023milerd/-874863116,9,9,Hungry Howies Pizza,48047,25,40,MI
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,15.49,15.49,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,20.49,20.49,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,16.49,16.49,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,16.99,16.99,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,17.29,17.29,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,16.79,16.79,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,13.79,13.79,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,16.99,16.99,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,12.49,12.49,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,12.49,12.49,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,14.89,14.89,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,16.79,16.79,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,13.79,13.79,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,14.29,14.29,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,16.49,16.49,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,17.29,17.29,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,11.49,11.49,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,16.49,16.49,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,15.79,15.79,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,17.29,17.29,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,17.99,17.99,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,14.29,14.29,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,16.79,16.79,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,17.49,17.49,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,12.49,12.49,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,13.49,13.49,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,12.79,12.79,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,16.79,16.79,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,17.29,17.29,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,14.99,14.99,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,16.29,16.29,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,10.99,10.99,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,16.29,16.29,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,13.79,13.79,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,13.79,13.79,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,17.89,17.89,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,14.29,14.29,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,13.79,13.79,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,16.79,16.79,Coburg Pizza Company,97477,0,25,OR
1710 Centennial Blvd,"Restaurant,Pizza Place",Springfield,us/or/springfield/1710centennialblvd/214389033,11.99,11.99,Coburg Pizza Company,97477,0,25,OR
2052 Silver Lake Rd NW,"Bar,Pizza Place",Saint Paul,us/mn/saintpaul/2052silverlakerdnw/1912428062,12,12,Adagios Lounge,55112,0,25,MN
1016 Shoppes At Midway Dr.,Pizza Place,Raleigh,us/nc/raleigh/1016shoppesatmidwaydr./1884790420,21.95,14.95,Slice Of NY Pizza,27604,0,25,NC
1016 Shoppes At Midway Dr.,Pizza Place,Raleigh,us/nc/raleigh/1016shoppesatmidwaydr./1884790420,18.95,13.95,Slice Of NY Pizza,27604,0,25,NC
1016 Shoppes At Midway Dr.,Pizza Place,Raleigh,us/nc/raleigh/1016shoppesatmidwaydr./1884790420,14.95,14.95,Slice Of NY Pizza,27604,0,25,NC
1016 Shoppes At Midway Dr.,Pizza Place,Raleigh,us/nc/raleigh/1016shoppesatmidwaydr./1884790420,18.95,13.95,Slice Of NY Pizza,27604,0,25,NC
1016 Shoppes At Midway Dr.,Pizza Place,Raleigh,us/nc/raleigh/1016shoppesatmidwaydr./1884790420,17.95,12.95,Slice Of NY Pizza,27604,0,25,NC
1016 Shoppes At Midway Dr.,Pizza Place,Raleigh,us/nc/raleigh/1016shoppesatmidwaydr./1884790420,7.99,7.99,Slice Of NY Pizza,27604,0,25,NC
1908 Fruitville Pike,Pizza Place,Lancaster,us/pa/lancaster/1908fruitvillepike/554459862,5.75,5.75,Carusos,17601,0,25,PA
30120 Town Center Dr,"Pizza,Restaurant,Pizza Place,Restaurants",Laguna Niguel,us/ca/lagunaniguel/30120towncenterdr/-1649761345,6.5,6.5,Ball Park Pizza,92677,0,25,CA
5001 Brainerd Rd,Pizza Place,Chattanooga,us/tn/chattanooga/5001brainerdrd/-979805109,18.99,5.99,Pronis,37411,0,25,TN
33 W North Ave,"Rock Club,Pizza Place and Rock Club Charles North,Pizza Place and Rock Club,Pizza Place",Baltimore,us/md/baltimore/33wnorthave/-287944014,18,18,Joe Squared Pizza Bar,21201,25,40,MD
17309 SE 270th Pl,"Burger Joint,Pizza Place",Kent,us/wa/kent/17309se270thpl/745647468,5.5,5.5,The Rock Wood Fired Pizza,98042,0,25,WA
384 College Ave,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Clemson,us/sc/clemson/384collegeave/-226715396,5.75,5.75,Peppinos Pizzeria,29631,0,25,SC
1204 Airline Blvd,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Portsmouth,us/va/portsmouth/1204airlineblvd/1421095949,9.99,9.99,Sals Famous NY Pizza,23707,25,40,VA
1204 Airline Blvd,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Portsmouth,us/va/portsmouth/1204airlineblvd/1421095949,13.99,13.99,Sals Famous NY Pizza,23707,25,40,VA
1204 Airline Blvd,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Portsmouth,us/va/portsmouth/1204airlineblvd/1421095949,11.99,11.99,Sals Famous NY Pizza,23707,25,40,VA
1204 Airline Blvd,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Portsmouth,us/va/portsmouth/1204airlineblvd/1421095949,11.99,11.99,Sals Famous NY Pizza,23707,25,40,VA
1204 Airline Blvd,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Portsmouth,us/va/portsmouth/1204airlineblvd/1421095949,12.99,12.99,Sals Famous NY Pizza,23707,25,40,VA
1204 Airline Blvd,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Portsmouth,us/va/portsmouth/1204airlineblvd/1421095949,8.99,8.99,Sals Famous NY Pizza,23707,25,40,VA
5 S Dubuque St,"Pizza,Restaurant,Pizza Place,Restaurants",Iowa City,us/ia/iowacity/5sdubuquest/937374038,7.5,7.5,Pizza On Dubuque,52240,0,25,IA
4 N Weinbach Ave,"Restaurant,Pizza Place",Evansville,us/in/evansville/4nweinbachave/416261141,5.49,5.49,Turonis ForGetMeNotInn,47711,25,40,IN
4 N Weinbach Ave,"Restaurant,Pizza Place",Evansville,us/in/evansville/4nweinbachave/416261141,1.25,1.25,Turonis ForGetMeNotInn,47711,25,40,IN
34747 Warren Rd,"Pizza,Restaurant,Pizza Place,Restaurants",Westland,us/mi/westland/34747warrenrd/216388850,12.85,12.85,Slice of the 80s,48185,0,25,MI
5080 Mayfield Rd,"Italian Restaurant,Pizza Place",Cleveland,us/oh/cleveland/5080mayfieldrd/-1330271419,13.75,13.75,Vicinato Pizzeria,44124,0,25,OH
14102 Bustleton Ave,"Pizza,Restaurant,Pizza Restaurants,American,American restaurants,Pizza Place,Restaurants",Philadelphia,us/pa/philadelphia/14102bustletonave/-125535276,16,8,Station Pizza,19116,0,25,PA
14102 Bustleton Ave,"Pizza,Restaurant,Pizza Restaurants,American,American restaurants,Pizza Place,Restaurants",Philadelphia,us/pa/philadelphia/14102bustletonave/-125535276,3.95,3.95,Station Pizza,19116,0,25,PA
24369 Halsted Rd,"Restaurant,Pizza Place",Farmington,us/mi/farmington/24369halstedrd/-625805057,8,8,Tomatoes Apizza,48335,0,25,MI
9901 Hawaiian Ct,Pizza Place,Orlando,us/fl/orlando/9901hawaiianct/-1568191133,11.5,11.5,Elegante Market,32819,0,25,FL
5107 Beatline Rd,"Pizza,Pizza Place",Long Beach,us/ms/longbeach/5107beatlinerd/572757474,12,12,Papa Johns Pizza,39560,0,25,MS
2008 E Morgan Ave,Pizza Place,Evansville,us/in/evansville/2008emorganave/-1754876871,9.99,9.99,Mama Romas Pizza XPress,47711,0,25,IN
2008 E Morgan Ave,Pizza Place,Evansville,us/in/evansville/2008emorganave/-1754876871,9.99,9.99,Mama Romas Pizza XPress,47711,0,25,IN
2008 E Morgan Ave,Pizza Place,Evansville,us/in/evansville/2008emorganave/-1754876871,9.99,9.99,Mama Romas Pizza XPress,47711,0,25,IN
2008 E Morgan Ave,Pizza Place,Evansville,us/in/evansville/2008emorganave/-1754876871,9.99,9.99,Mama Romas Pizza XPress,47711,0,25,IN
50750 Romeo Plank Rd,Pizza Place,Macomb,us/mi/macomb/50750romeoplankrd/-363046754,6.99,6.99,Shields Pizza,48044,0,25,MI
1107 Olive St,"Pizza Place Downtown East,Pizza Place",Saint Louis,us/mo/saintlouis/1107olivest/1594732756,5.99,5.99,Maurizios Pizza and Pasta Bowl,63101,0,25,MO
